id	label	nationality	date_of_birth	year_of_birth	image
Q869432	Yutaka Wada	japan	1962-09-02T00:00:00Z	1962	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Wada_yutaka.jpg/200px-Wada_yutaka.jpg
Q869580	Yuichi Honda	japan	1984-11-19T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/HAWKS46-HONDA.jpg/200px-HAWKS46-HONDA.jpg
Q875644	Shōta Sometani	japan	1992-09-03T00:00:00Z	1992	https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/27th_Tokyo_International_Film_Festival_Shota_Sometani_from_Parasyte.jpg/200px-27th_Tokyo_International_Film_Festival_Shota_Sometani_from_Parasyte.jpg
Q901575	Kōtarō Satomi	japan	1936-11-28T00:00:00Z	1936	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Toei_Uzumasa-0394.jpg/200px-Toei_Uzumasa-0394.jpg
Q903565	Tadashi Settsu	japan	1982-06-01T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/HAWKS-No50-Tadashi.Settsu.JPG/200px-HAWKS-No50-Tadashi.Settsu.JPG
Q911950	Masahiro Yamamoto	japan	1965-08-11T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/CD-Masahiro-Yamamoto.jpg/200px-CD-Masahiro-Yamamoto.jpg
Q919033	Hideyuki Ashihara	japan	1944-12-05T00:00:00Z	1944	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Kancho_Hideyuki_Ashihara.jpg/200px-Kancho_Hideyuki_Ashihara.jpg
Q922821	Shinichi Osawa	japan	1967-02-07T00:00:00Z	1967	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Shinichi_Osawa_at_Beta_Nightclub.jpg/200px-Shinichi_Osawa_at_Beta_Nightclub.jpg
Q923428	Kenta Matsunami	japan	1971-08-17T00:00:00Z	1971	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Kenta_Matsunami_cropped_1_Kenta_Matsunami_and_Donato_Greco_20071102.jpg/200px-Kenta_Matsunami_cropped_1_Kenta_Matsunami_and_Donato_Greco_20071102.jpg
Q927085	Yukifumi Murakami	japan	1979-12-23T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Yukifumi_Murakami_at_the_2012_Japan_Championships_in_Athletics.jpg/200px-Yukifumi_Murakami_at_the_2012_Japan_Championships_in_Athletics.jpg
Q935199	Ryu Shionoya	japan	1950-02-18T00:00:00Z	1950	https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Ryū_Shionoya.jpg/200px-Ryū_Shionoya.jpg
Q950948	Kōkichi Tsuburaya	japan	1940-05-13T00:00:00Z	1940	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Kōkichi_Tsuburaya_1964.jpg/200px-Kōkichi_Tsuburaya_1964.jpg
Q952577	Fighting Harada	japan	1943-04-23T00:00:00Z	1943	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Masahiko_Harada_1968.jpg/200px-Masahiko_Harada_1968.jpg
Q956020	Tōru Iwatani	japan	1955-01-25T00:00:00Z	1955	https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Toru_Iwatani_Gamelab_Barcelona_2015.png/200px-Toru_Iwatani_Gamelab_Barcelona_2015.png
Q964766	Yuji Kunimoto	japan	1990-09-12T00:00:00Z	1990	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Yuji_Kunimoto_2010_Motorsport_Japan.jpg/200px-Yuji_Kunimoto_2010_Motorsport_Japan.jpg
Q965921	Mitsu Dan	japan	1980-12-03T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Dan_mitsu.jpg/200px-Dan_mitsu.jpg
Q967837	Shigeyuki Dejima	japan	1982-05-13T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/2009_WSD_Speed_Skating_Championships_-_34_(cropped).jpg/200px-2009_WSD_Speed_Skating_Championships_-_34_(cropped).jpg
Q967909	Ryōhei Haga	japan	1988-09-17T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/2013_WSDC_Sochi_-_Ryohei_Haga.JPG/200px-2013_WSDC_Sochi_-_Ryohei_Haga.JPG
Q968290	Kenta Maeda	japan	1988-04-11T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Phillies_vs_Dodgers_2017_09.jpg/200px-Phillies_vs_Dodgers_2017_09.jpg
Q975374	Yuki Takahashi	japan	1984-07-12T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Yuki_Takahashi.jpg/200px-Yuki_Takahashi.jpg
Q977505	Tadahiro Matsushita	japan	1939-02-09T00:00:00Z	1939	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Tadahiro_Matsushita.jpg/200px-Tadahiro_Matsushita.jpg
Q978187	Daisuke Sekimoto	japan	1981-02-09T00:00:00Z	1981	https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Daisuke_Sekimoto.JPG/200px-Daisuke_Sekimoto.JPG
Q982159	Kosuke Ota	japan	1987-07-23T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Kosuke_Ota_2011.jpg/200px-Kosuke_Ota_2011.jpg
Q997380	Yutaka Take	japan	1969-03-15T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Yutaka_Take_IMG_0359_20121224.JPG/200px-Yutaka_Take_IMG_0359_20121224.JPG
Q1022071	Frank Nagai	japan	1932-03-18T00:00:00Z	1932	https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Frank_Nagai.jpg/200px-Frank_Nagai.jpg
Q1035807	Kenichi Maeyamada	japan	1980-07-04T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/MTV_VMAJ_2014_Kenichi_Maeyamada_Hyadain.jpg/200px-MTV_VMAJ_2014_Kenichi_Maeyamada_Hyadain.jpg
Q1037787	Jun Shibata	japan	1976-11-19T00:00:00Z	1976	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Junshibatanew.jpg/200px-Junshibatanew.jpg
Q1038888	Hayato Sakamoto	japan	1988-12-14T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/YG-Hayato-Sakamoto.jpg/200px-YG-Hayato-Sakamoto.jpg
Q1044896	Masato Akamatsu	japan	1982-09-06T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/HC-Masato-Akamatsu.jpg/200px-HC-Masato-Akamatsu.jpg
Q1045577	Toshihiko Fukui	japan	1935-09-07T00:00:00Z	1935	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Toshihiko_Fukui.jpg/200px-Toshihiko_Fukui.jpg
Q1046963	Yōsuke Eguchi	japan	1967-12-31T00:00:00Z	1967	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Rurouni_Kenshin-_Kyoto_Inferno_-_The_Legend_Ends,_Red_Carpet_Premiere-_Eguchi_Yosuke_(15203469997).jpg/200px-Rurouni_Kenshin-_Kyoto_Inferno_-_The_Legend_Ends,_Red_Carpet_Premiere-_Eguchi_Yosuke_(15203469997).jpg
Q1046989	Erika Yazawa	japan	1990-11-15T00:00:00Z	1990	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Yazawa_erika_dvd_release_event_2011.jpg/200px-Yazawa_erika_dvd_release_event_2011.jpg
Q1052494	Sayaka Yamamoto	japan	1993-07-14T00:00:00Z	1993	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/130808_山本彩_01.jpeg/200px-130808_山本彩_01.jpeg
Q1055604	Anne Watanabe	japan	1986-04-14T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Anne_Watanabe_2014.jpg/200px-Anne_Watanabe_2014.jpg
Q1059711	Mei Kurokawa	japan	1987-05-13T00:00:00Z	1987	"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Kurokawa_Mei_""Tokyo_Sunrise""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22415050282).jpg/200px-Kurokawa_Mei_""Tokyo_Sunrise""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22415050282).jpg"
Q1066575	Yukari Fukui	japan	1982-10-28T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Fukui_Yukari_in_ACE.jpg/200px-Fukui_Yukari_in_ACE.jpg
Q1069001	Noriyuki Iwadare	japan	1964-04-28T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Noriyuki_Iwadare_20100701_Japan_Expo_43.jpg/200px-Noriyuki_Iwadare_20100701_Japan_Expo_43.jpg
Q1071877	Akinori Iwamura	japan	1979-02-09T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Akinori_Iwamura.JPG/200px-Akinori_Iwamura.JPG
Q1073334	Takuya Kimura	japan	1972-04-15T00:00:00Z	1972	https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/木村拓也20040219.jpg/200px-木村拓也20040219.jpg
Q1074952	Maon Kurosaki	japan	1988-01-13T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Kurosaki_Maon_at_AX_2011.jpg/200px-Kurosaki_Maon_at_AX_2011.jpg
Q1089301	Kazue Itō	japan	1966-12-07T00:00:00Z	1966	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Itō_Kazue,_Japanese_actress.jpg/200px-Itō_Kazue,_Japanese_actress.jpg
Q1091945	Hime Tsukino	japan	1985-03-25T00:00:00Z	1985	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Hime_Tsukino_4NL.jpg/200px-Hime_Tsukino_4NL.jpg
Q1092227	Masahiro Koga	japan	1978-09-08T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Masahiro_Koga.jpg/200px-Masahiro_Koga.jpg
Q1092667	Shunsuke Maeda	japan	1986-06-09T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Shunsuke_Maeda.jpg/200px-Shunsuke_Maeda.jpg
Q1111161	Umetsugu Inoue	japan	1923-05-31T00:00:00Z	1923	https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Umetsugu_Inoue_and_Yumeji_Tsukioka.jpg/200px-Umetsugu_Inoue_and_Yumeji_Tsukioka.jpg
Q1137386	Takayoshi Tanimoto	japan	1975-04-14T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Tanimoto_anime_friends_2012.jpg/200px-Tanimoto_anime_friends_2012.jpg
Q1139725	Motohiro Hata	japan	1980-10-11T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Hata-motohiro09-2.jpg/200px-Hata-motohiro09-2.jpg
Q1141271	Yoshimasa Hayashi	japan	1961-01-19T00:00:00Z	1961	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Y._Hayashi.png/200px-Y._Hayashi.png
Q1143714	Tsuyoshi Ihara	japan	1963-11-06T00:00:00Z	1963	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Tsuyoshi_Ihara,_2015_(cropped).jpg/200px-Tsuyoshi_Ihara,_2015_(cropped).jpg
Q1145868	Kousuke Akiyoshi	japan	1975-01-12T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Kousuke_Akiyoshi_2010_Assen_01.jpg/200px-Kousuke_Akiyoshi_2010_Assen_01.jpg
Q1152111	Princess Kako of Akishino	japan	1994-12-29T00:00:00Z	1994	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Princess_Kako_at_the_Tokyo_Imperial_Palace_(2015).jpg/200px-Princess_Kako_at_the_Tokyo_Imperial_Palace_(2015).jpg
Q1154206	Hidetoshi Nishijima	japan	1971-03-29T00:00:00Z	1971	"https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Nishijima_Hidetoshi_from_""The_House_Where_the_Mermaid_Sleeps""_World_Premiere_Red_Carpet_of_the_Tokyo_International_Film_Festival_2018_(45632820412).jpg/200px-Nishijima_Hidetoshi_from_""The_House_Where_the_Mermaid_Sleeps""_World_Premiere_Red_Carpet_of_the_Tokyo_International_Film_Festival_2018_(45632820412).jpg"
Q1154771	Kazushi Sakuraba	japan	1969-07-14T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Kazushi_Sakuraba_2013.JPG/200px-Kazushi_Sakuraba_2013.JPG
Q1190425	Junichi Masuda	japan	1968-01-12T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/JunichiMasudaJI2.jpg/200px-JunichiMasudaJI2.jpg
Q1192037	Juri Ueno	japan	1986-05-25T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Juri_Ueno_in_PIFF_2008.jpg/200px-Juri_Ueno_in_PIFF_2008.jpg
Q1197220	Satomi Ishihara	japan	1986-12-24T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Godzilla_Resurgence_World_Premiere_Red_Carpet-_Ishihara_Satomi.jpg/200px-Godzilla_Resurgence_World_Premiere_Red_Carpet-_Ishihara_Satomi.jpg
Q1204249	Hideo Ishikawa	japan	1969-12-13T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/FanimeCon_2017_126_Hideo_Ishikawa.jpg/200px-FanimeCon_2017_126_Hideo_Ishikawa.jpg
Q1257691	Takuya Kuroda	japan	1980-02-21T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Takuya_Kuroda.gif/200px-Takuya_Kuroda.gif
Q1280894	Naoki Inose	japan	1946-11-20T00:00:00Z	1946	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Inose_and_Sonenshine_Yoyogi_Park_Nov_2012.jpg/200px-Inose_and_Sonenshine_Yoyogi_Park_Nov_2012.jpg
Q1281695	Takahiro Shin'yo	japan	1950-01-11T00:00:00Z	1950	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/ShinyoTakahiro8661.jpg/200px-ShinyoTakahiro8661.jpg
Q1292764	Reruhi Shimizu	japan	1993-12-04T00:00:00Z	1993	https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Treningi_mężczyzn_na_skoczni_K-120_(k._druż.)_-_Reruhi_Shimizu.jpg/200px-Treningi_mężczyzn_na_skoczni_K-120_(k._druż.)_-_Reruhi_Shimizu.jpg
Q1294123	Takashi Naraha	japan	1930-01-01T00:00:00Z	1930	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Takashi_Naraha_Mandala_Kalmar.JPG/200px-Takashi_Naraha_Mandala_Kalmar.JPG
Q1333073	Rika Ishikawa	japan	1985-01-19T00:00:00Z	1985	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Hangry_&_Angry_20091031_Chibi_Japan_Expo_023.jpg/200px-Hangry_&_Angry_20091031_Chibi_Japan_Expo_023.jpg
Q1335739	Emiko Okuyama	japan	1951-06-23T00:00:00Z	1951	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Emiko_Okuyama_20150516.JPG/200px-Emiko_Okuyama_20150516.JPG
Q1342799	Tomiko Van	japan	1979-01-09T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/DAI_at_shibuyaver.jpg/200px-DAI_at_shibuyaver.jpg
Q1342906	Teppei Koike	japan	1986-01-05T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Large56.png/200px-Large56.png
Q1346341	Hideo Hosono	japan	1953-09-07T00:00:00Z	1953	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Hideo_Hosono_Royal_Society.jpg/200px-Hideo_Hosono_Royal_Society.jpg
Q1360025	Taiji Kase	japan	1929-02-09T00:00:00Z	1929	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Kase_logo.gif/200px-Kase_logo.gif
Q1366012	Kazuhiko Chiba	japan	1985-06-21T00:00:00Z	1985	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Kazuhiko_Chiba_-_Albirex_Niigata.jpg/200px-Kazuhiko_Chiba_-_Albirex_Niigata.jpg
Q1368973	Kiyoshi Tanabe	japan	1940-10-10T00:00:00Z	1940	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Kiyoshi_Tanabe,_Abdel_Moneim_El-Guindi,_Gyula_Török,_Sergei_Sivko_1960.jpg/200px-Kiyoshi_Tanabe,_Abdel_Moneim_El-Guindi,_Gyula_Török,_Sergei_Sivko_1960.jpg
Q1370695	Youichi Ui	japan	1972-11-27T00:00:00Z	1972	https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Youichi_Ui.jpg/200px-Youichi_Ui.jpg
Q1387797	Nobuyuki Anzai	japan	1972-08-19T00:00:00Z	1972	https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Nobuyuki_Anzai_20070708_Japan_Expo_1.jpg/200px-Nobuyuki_Anzai_20070708_Japan_Expo_1.jpg
Q1392683	Ryō Miyake	japan	1990-12-24T00:00:00Z	1990	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Ryo_Miyake_2013_Fencing_WCH_FMS-IN_t084856.jpg/200px-Ryo_Miyake_2013_Fencing_WCH_FMS-IN_t084856.jpg
Q1393175	Shuji Tsurumi	japan	1938-01-29T00:00:00Z	1938	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Shuji_Tsurumi_1966.jpg/200px-Shuji_Tsurumi_1966.jpg
Q1395975	Jushin Liger	japan	1964-11-30T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Jushin_Thunder_Liger_2007_crop.jpg/200px-Jushin_Thunder_Liger_2007_crop.jpg
Q1573653	Shogo Nishikawa	japan	1983-07-01T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Shogo_Nishikawa.jpg/200px-Shogo_Nishikawa.jpg
Q1616914	Sho Sasaki	japan	1982-06-30T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Badminton-sho_sasaki.jpg/200px-Badminton-sho_sasaki.jpg
Q1620298	Hirotaka Sugawara	japan	1938-03-15T00:00:00Z	1938	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Hirotaka_Sugawara_cropped_1_Hirotaka_Sugawara_20010702.jpg/200px-Hirotaka_Sugawara_cropped_1_Hirotaka_Sugawara_20010702.jpg
Q1620315	Hiroyuki Nagahama	japan	1958-10-20T00:00:00Z	1958	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Hiroyuki_Nagahama.jpg/200px-Hiroyuki_Nagahama.jpg
Q1624243	Hokutoumi Nobuyoshi	japan	1963-06-22T00:00:00Z	1963	https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Hokutoumi_Nobuyoshi_Hakkaku_IMG_5617-2_20170304.jpg/200px-Hokutoumi_Nobuyoshi_Hakkaku_IMG_5617-2_20170304.jpg
Q1655220	Hakubun Shimomura	japan	1954-05-23T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Hirofumi_Shimomura_cropped_2_Hirofumi_Shimomura_and_Ernest_Moniz_20131031.jpg/200px-Hirofumi_Shimomura_cropped_2_Hirofumi_Shimomura_and_Ernest_Moniz_20131031.jpg
Q1656878	Norihisa Tamura	japan	1964-12-15T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Norihisa_TAMURA_01.jpg/200px-Norihisa_TAMURA_01.jpg
Q1657577	Shiho Nishioka	japan	1989-02-23T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Nishioka_Shiho_2014_Saint-Maur_WC_teams_t085706.jpg/200px-Nishioka_Shiho_2014_Saint-Maur_WC_teams_t085706.jpg
Q1667758	Malika Kishino	japan	1971-07-16T00:00:00Z	1971	https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Malika_Kishino_01.jpg/200px-Malika_Kishino_01.jpg
Q1682909	Kazutoki Umezu	japan	1949-10-17T00:00:00Z	1949	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Kazutoki-umezu-Joe-Trump_270911.jpg/200px-Kazutoki-umezu-Joe-Trump_270911.jpg
Q1705028	Sanae Takaichi	japan	1961-03-07T00:00:00Z	1961	https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Sanae_Takaichi_200609.jpg/200px-Sanae_Takaichi_200609.jpg
Q1705122	Minoru Suzuki	japan	1968-06-17T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Minoru_Sukuzi.jpg/200px-Minoru_Sukuzi.jpg
Q1734948	Kashiwado Tsuyoshi	japan	1938-11-29T00:00:00Z	1938	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Kashiwado_1961_Scan10007.JPG/200px-Kashiwado_1961_Scan10007.JPG
Q1737905	Keiichi Ishii	japan	1958-03-20T00:00:00Z	1958	https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Keiichi_Ishii_201510.jpg/200px-Keiichi_Ishii_201510.jpg
Q1750532	Yukihiro Takahashi	japan	1952-06-06T00:00:00Z	1952	https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/YMOTakahashi2008(cropped).jpg/200px-YMOTakahashi2008(cropped).jpg
Q1773143	Masahiko Shimada	japan	1961-03-13T00:00:00Z	1961	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Masahiko_Shimada.jpg/200px-Masahiko_Shimada.jpg
Q1866737	Shingo Akamine	japan	1983-12-08T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Shingo_Akamine_-_lowquality.jpg/200px-Shingo_Akamine_-_lowquality.jpg
Q1922853	Rino Nakasone Razalan	japan	1979-06-11T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Rino_Nakasone.jpg/200px-Rino_Nakasone.jpg
Q1949760	Motohisa Furukawa	japan	1965-12-06T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Interactive_Session_-_Social_Challenges_-_World_Economic_Forum_on_East_Asia_2009.jpg/200px-Interactive_Session_-_Social_Challenges_-_World_Economic_Forum_on_East_Asia_2009.jpg
Q1971542	Ryoji Ikeda	japan	1966-01-01T00:00:00Z	1966	https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Transmediale-2010-Ryoji_Ikeda-Data-Tron-1.jpg/200px-Transmediale-2010-Ryoji_Ikeda-Data-Tron-1.jpg
Q2065752	Takashi Fujisawa	japan	1943-02-07T00:00:00Z	1943	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Takashi_Fujisawa_1966.jpg/200px-Takashi_Fujisawa_1966.jpg
Q2080446	Masakatsu Funaki	japan	1969-03-13T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Masakatsu_Funaki.jpg/200px-Masakatsu_Funaki.jpg
Q2109829	Katsuhiko Yamada	japan	1969-07-02T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/山田勝彦20110913.jpg/200px-山田勝彦20110913.jpg
Q2178416	Ryūji Miyamoto	japan	1947-01-01T00:00:00Z	1947	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Ryuji_Miyamoto_Tokyo_1989.jpg/200px-Ryuji_Miyamoto_Tokyo_1989.jpg
Q2187671	Hiroshi Saitō	japan	1957-10-18T00:00:00Z	1957	https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/齋藤弘.jpg/200px-齋藤弘.jpg
Q2225687	Masaaki Yamazaki	japan	1942-05-24T00:00:00Z	1942	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Masaaki_Yamazaki_cropped_2_Masaaki_Yamazaki_and_Urmas_Paet_20140721_3.jpg/200px-Masaaki_Yamazaki_cropped_2_Masaaki_Yamazaki_and_Urmas_Paet_20140721_3.jpg
Q2229029	Hiromi Hara	japan	1958-10-19T00:00:00Z	1958	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Hiromi_Hara_2007.jpg/200px-Hiromi_Hara_2007.jpg
Q2280586	Shūsaku Hosoyama	japan	1984-07-20T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Shusaku_Hosoyama_-_WC_Zakopane_-_26-01-2008.JPG/200px-Shusaku_Hosoyama_-_WC_Zakopane_-_26-01-2008.JPG
Q2290046	Kyo	japan	1976-02-16T00:00:00Z	1976	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Kyo_2009.jpg/200px-Kyo_2009.jpg
Q2295056	Hidehiko Yoshida	japan	1969-09-03T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Hidehiko_Yoshida_IMG_7738_20130908.JPG/200px-Hidehiko_Yoshida_IMG_7738_20130908.JPG
Q2303778	Koichi Fukuda	japan	1975-07-01T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/KoichiFukuda.jpg/200px-KoichiFukuda.jpg
Q2380748	Yoshinori Sato	japan	1989-12-05T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/YS-Yoshinori-Sato.jpg/200px-YS-Yoshinori-Sato.jpg
Q2386022	Michael Lin	japan	1964-01-01T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Michael_Lin_-_Jardín_pasadizo.jpg/200px-Michael_Lin_-_Jardín_pasadizo.jpg
Q2389448	Takera Narita	japan	1939-10-13T00:00:00Z	1939	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Symposion_Lindabrunn,_Takera_Narita_1968.jpg/200px-Symposion_Lindabrunn,_Takera_Narita_1968.jpg
Q2395341	Tasuku Honjo	japan	1942-01-27T00:00:00Z	1942	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Tasuku_Honjo_201311.jpg/200px-Tasuku_Honjo_201311.jpg
Q2406826	Tetsunari Iida	japan	1959-01-08T00:00:00Z	1959	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/飯田哲也氏.JPG/200px-飯田哲也氏.JPG
Q2427681	Shigetatsu Matsunaga	japan	1962-08-12T00:00:00Z	1962	https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Shigetatsu_Matsunaga_Nissan_SC_(cropped).jpg/200px-Shigetatsu_Matsunaga_Nissan_SC_(cropped).jpg
Q2469860	Tomonobu Itagaki	japan	1967-01-01T00:00:00Z	1967	https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Itagaki_Thumbs_Up_MNT.jpg/200px-Itagaki_Thumbs_Up_MNT.jpg
Q2476752	Kazuki Ōmori	japan	1952-03-03T00:00:00Z	1952	"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Omori_Kazuki_""International_Competition_Jury""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22265415358).jpg/200px-Omori_Kazuki_""International_Competition_Jury""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22265415358).jpg"
Q2517702	Toshio Maeda	japan	1953-09-17T00:00:00Z	1953	https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Toshio_Maeda_20120705_Japan_Expo_01.jpg/200px-Toshio_Maeda_20120705_Japan_Expo_01.jpg
